"TIME","GEO","UNIT","INDIC_EN","Value"
"2009","Norway","Percentage","Share of renewable energy in electricity","104,7"
"2009","Norway","Percentage","Share of renewable energy in heating and cooling","31,8"
"2009","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","39,4"
"2009","Montenegro","Percentage","Share of renewable energy in transport","0,7"
"2009","Montenegro","Percentage","Share of renewable energy in electricity","46,6"
"2009","Montenegro","Percentage","Share of renewable energy in heating and cooling","62,1"
"2009","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","17,2"
"2009","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2009","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","15,5"
"2009","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","29,2"
"2009","Albania","Percentage","Share of renewable energy in gross final energy consumption","31,4"
"2009","Albania","Percentage","Share of renewable energy in transport","0,0"
"2009","Albania","Percentage","Share of renewable energy in electricity","70,7"
"2009","Albania","Percentage","Share of renewable energy in heating and cooling","34,7"
"2009","Serbia","Percentage","Share of renewable energy in gross final energy consumption","21,2"
"2009","Serbia","Percentage","Share of renewable energy in transport","1,5"
"2009","Serbia","Percentage","Share of renewable energy in electricity","28,7"
"2009","Serbia","Percentage","Share of renewable energy in heating and cooling","26,5"
"2010","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","12,9"
"2010","European Union (current composition)","Percentage","Share of renewable energy in transport","5,2"
"2010","European Union (current composition)","Percentage","Share of renewable energy in electricity","19,7"
"2010","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","15,0"
"2010","Belgium","Percentage","Share of renewable energy in gross final energy consumption","5,7"
"2010","Belgium","Percentage","Share of renewable energy in transport","4,7"
"2010","Belgium","Percentage","Share of renewable energy in electricity","7,1"
"2010","Belgium","Percentage","Share of renewable energy in heating and cooling","6,1"
"2010","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","14,1"
"2010","Bulgaria","Percentage","Share of renewable energy in transport","1,4"
"2010","Bulgaria","Percentage","Share of renewable energy in electricity","12,7"
"2010","Bulgaria","Percentage","Share of renewable energy in heating and cooling","24,4"
"2010","Czechia","Percentage","Share of renewable energy in gross final energy consumption","10,5"
"2010","Czechia","Percentage","Share of renewable energy in transport","5,1"
"2010","Czechia","Percentage","Share of renewable energy in electricity","7,5"
"2010","Czechia","Percentage","Share of renewable energy in heating and cooling","14,0"
"2010","Denmark","Percentage","Share of renewable energy in gross final energy consumption","22,1"
"2010","Denmark","Percentage","Share of renewable energy in transport","1,1"
"2010","Denmark","Percentage","Share of renewable energy in electricity","32,7"
"2010","Denmark","Percentage","Share of renewable energy in heating and cooling","31,0"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","10,5"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6,4"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","18,2"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","9,8"
"2010","Estonia","Percentage","Share of renewable energy in gross final energy consumption","24,6"
"2010","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2010","Estonia","Percentage","Share of renewable energy in electricity","10,4"
"2010","Estonia","Percentage","Share of renewable energy in heating and cooling","43,3"
"2010","Ireland","Percentage","Share of renewable energy in gross final energy consumption","5,7"
"2010","Ireland","Percentage","Share of renewable energy in transport","2,5"
"2010","Ireland","Percentage","Share of renewable energy in electricity","14,6"
"2010","Ireland","Percentage","Share of renewable energy in heating and cooling","4,5"
"2010","Greece","Percentage","Share of renewable energy in gross final energy consumption","9,8"
"2010","Greece","Percentage","Share of renewable energy in transport","1,9"
"2010","Greece","Percentage","Share of renewable energy in electricity","12,3"
"2010","Greece","Percentage","Share of renewable energy in heating and cooling","17,9"
"2010","Spain","Percentage","Share of renewable energy in gross final energy consumption","13,8"
"2010","Spain","Percentage","Share of renewable energy in transport","5,0"
"2010","Spain","Percentage","Share of renewable energy in electricity","29,8"
"2010","Spain","Percentage","Share of renewable energy in heating and cooling","12,6"
"2010","France","Percentage","Share of renewable energy in gross final energy consumption","12,7"
"2010","France","Percentage","Share of renewable energy in transport","6,5"
"2010","France","Percentage","Share of renewable energy in electricity","14,8"
"2010","France","Percentage","Share of renewable energy in heating and cooling","16,2"
"2010","Croatia","Percentage","Share of renewable energy in gross final energy consumption","25,1"
"2010","Croatia","Percentage","Share of renewable energy in transport","1,1"
"2010","Croatia","Percentage","Share of renewable energy in electricity","37,6"
"2010","Croatia","Percentage","Share of renewable energy in heating and cooling","32,8"
"2010","Italy","Percentage","Share of renewable energy in gross final energy consumption","13,0"
"2010","Italy","Percentage","Share of renewable energy in transport","4,8"
"2010","Italy","Percentage","Share of renewable energy in electricity","20,1"
"2010","Italy","Percentage","Share of renewable energy in heating and cooling","15,6"
"2010","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","6,0"
"2010","Cyprus","Percentage","Share of renewable energy in transport","2,0"
"2010","Cyprus","Percentage","Share of renewable energy in electricity","1,4"
"2010","Cyprus","Percentage","Share of renewable energy in heating and cooling","18,2"
"2010","Latvia","Percentage","Share of renewable energy in gross final energy consumption","30,4"
"2010","Latvia","Percentage","Share of renewable energy in transport","4,0"
"2010","Latvia","Percentage","Share of renewable energy in electricity","42,1"
"2010","Latvia","Percentage","Share of renewable energy in heating and cooling","40,7"
"2010","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","19,6"
"2010","Lithuania","Percentage","Share of renewable energy in transport","3,8"
"2010","Lithuania","Percentage","Share of renewable energy in electricity","7,4"
"2010","Lithuania","Percentage","Share of renewable energy in heating and cooling","32,5"
"2010","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","2,9"
"2010","Luxembourg","Percentage","Share of renewable energy in transport","2,1"
"2010","Luxembourg","Percentage","Share of renewable energy in electricity","3,8"
"2010","Luxembourg","Percentage","Share of renewable energy in heating and cooling","4,7"
"2010","Hungary","Percentage","Share of renewable energy in gross final energy consumption","12,7"
"2010","Hungary","Percentage","Share of renewable energy in transport","6,0"
"2010","Hungary","Percentage","Share of renewable energy in electricity","7,1"
"2010","Hungary","Percentage","Share of renewable energy in heating and cooling","18,1"
"2010","Malta","Percentage","Share of renewable energy in gross final energy consumption","1,0"
"2010","Malta","Percentage","Share of renewable energy in transport","0,0"
"2010","Malta","Percentage","Share of renewable energy in electricity","0,0"
"2010","Malta","Percentage","Share of renewable energy in heating and cooling","7,8"
"2010","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","3,9"
"2010","Netherlands","Percentage","Share of renewable energy in transport","3,3"
"2010","Netherlands","Percentage","Share of renewable energy in electricity","9,6"
"2010","Netherlands","Percentage","Share of renewable energy in heating and cooling","3,1"
"2010","Austria","Percentage","Share of renewable energy in gross final energy consumption","30,2"
"2010","Austria","Percentage","Share of renewable energy in transport","10,7"
"2010","Austria","Percentage","Share of renewable energy in electricity","65,7"
"2010","Austria","Percentage","Share of renewable energy in heating and cooling","29,0"
"2010","Poland","Percentage","Share of renewable energy in gross final energy consumption","9,3"
"2010","Poland","Percentage","Share of renewable energy in transport","6,6"
"2010","Poland","Percentage","Share of renewable energy in electricity","6,6"
"2010","Poland","Percentage","Share of renewable energy in heating and cooling","11,7"
"2010","Portugal","Percentage","Share of renewable energy in gross final energy consumption","24,2"
"2010","Portugal","Percentage","Share of renewable energy in transport","5,5"
"2010","Portugal","Percentage","Share of renewable energy in electricity","40,7"
"2010","Portugal","Percentage","Share of renewable energy in heating and cooling","33,9"
"2010","Romania","Percentage","Share of renewable energy in gross final energy consumption","23,4"
"2010","Romania","Percentage","Share of renewable energy in transport","3,8"
"2010","Romania","Percentage","Share of renewable energy in electricity","30,4"
"2010","Romania","Percentage","Share of renewable energy in heating and cooling","27,2"
"2010","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","20,4"
"2010","Slovenia","Percentage","Share of renewable energy in transport","3,1"
"2010","Slovenia","Percentage","Share of renewable energy in electricity","32,2"
"2010","Slovenia","Percentage","Share of renewable energy in heating and cooling","28,1"
"2010","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","9,1"
"2010","Slovakia","Percentage","Share of renewable energy in transport","5,3"
"2010","Slovakia","Percentage","Share of renewable energy in electricity","17,8"
"2010","Slovakia","Percentage","Share of renewable energy in heating and cooling","7,9"
"2010","Finland","Percentage","Share of renewable energy in gross final energy consumption","32,4"
"2010","Finland","Percentage","Share of renewable energy in transport","4,4"
"2010","Finland","Percentage","Share of renewable energy in electricity","27,7"
"2010","Finland","Percentage","Share of renewable energy in heating and cooling","44,2"
"2010","Sweden","Percentage","Share of renewable energy in gross final energy consumption","47,2"
"2010","Sweden","Percentage","Share of renewable energy in transport","9,2"
"2010","Sweden","Percentage","Share of renewable energy in electricity","56,0"
"2010","Sweden","Percentage","Share of renewable energy in heating and cooling","60,9"
"2010","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","3,7"
"2010","United Kingdom","Percentage","Share of renewable energy in transport","3,3"
"2010","United Kingdom","Percentage","Share of renewable energy in electricity","7,5"
"2010","United Kingdom","Percentage","Share of renewable energy in heating and cooling","2,7"
"2010","Iceland","Percentage","Share of renewable energy in gross final energy consumption","70,3"
"2010","Iceland","Percentage","Share of renewable energy in transport","0,2"
"2010","Iceland","Percentage","Share of renewable energy in electricity","92,4"
"2010","Iceland","Percentage","Share of renewable energy in heating and cooling","63,9"
"2010","Norway","Percentage","Share of renewable energy in gross final energy consumption","61,1"
"2010","Norway","Percentage","Share of renewable energy in transport","5,3"
"2010","Norway","Percentage","Share of renewable energy in electricity","97,6"
"2010","Norway","Percentage","Share of renewable energy in heating and cooling","33,3"
"2010","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","40,6"
"2010","Montenegro","Percentage","Share of renewable energy in transport","0,8"
"2010","Montenegro","Percentage","Share of renewable energy in electricity","45,7"
"2010","Montenegro","Percentage","Share of renewable energy in heating and cooling","76,5"
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","16,5"
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","15,8"
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","26,5"
"2010","Albania","Percentage","Share of renewable energy in gross final energy consumption","31,9"
"2010","Albania","Percentage","Share of renewable energy in transport","0,0"
"2010","Albania","Percentage","Share of renewable energy in electricity","74,6"
"2010","Albania","Percentage","Share of renewable energy in heating and cooling","31,3"
"2010","Serbia","Percentage","Share of renewable energy in gross final energy consumption","19,9"
"2010","Serbia","Percentage","Share of renewable energy in transport","0,7"
"2010","Serbia","Percentage","Share of renewable energy in electricity","28,5"
"2010","Serbia","Percentage","Share of renewable energy in heating and cooling","23,2"
"2011","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","13,2"
"2011","European Union (current composition)","Percentage","Share of renewable energy in transport","3,9"
"2011","European Union (current composition)","Percentage","Share of renewable energy in electricity","21,7"
"2011","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","15,6"
"2011","Belgium","Percentage","Share of renewable energy in gross final energy consumption","6,3"
"2011","Belgium","Percentage","Share of renewable energy in transport","4,7"
"2011","Belgium","Percentage","Share of renewable energy in electricity","9,1"
"2011","Belgium","Percentage","Share of renewable energy in heating and cooling","6,6"
"2011","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","14,3"
"2011","Bulgaria","Percentage","Share of renewable energy in transport","0,8"
"2011","Bulgaria","Percentage","Share of renewable energy in electricity","12,9"
"2011","Bulgaria","Percentage","Share of renewable energy in heating and cooling","24,9"
"2011","Czechia","Percentage","Share of renewable energy in gross final energy consumption","10,9"
"2011","Czechia","Percentage","Share of renewable energy in transport","1,2"
"2011","Czechia","Percentage","Share of renewable energy in electricity","10,6"
"2011","Czechia","Percentage","Share of renewable energy in heating and cooling","15,3"
"2011","Denmark","Percentage","Share of renewable energy in gross final energy consumption","23,5"
"2011","Denmark","Percentage","Share of renewable energy in transport","3,6"
"2011","Denmark","Percentage","Share of renewable energy in electricity","35,9"
"2011","Denmark","Percentage","Share of renewable energy in heating and cooling","32,3"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","11,4"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6,5"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","20,9"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","10,5"
"2011","Estonia","Percentage","Share of renewable energy in gross final energy consumption","25,5"
"2011","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2011","Estonia","Percentage","Share of renewable energy in electricity","12,3"
"2011","Estonia","Percentage","Share of renewable energy in heating and cooling","44,1"
"2011","Ireland","Percentage","Share of renewable energy in gross final energy consumption","6,5"
"2011","Ireland","Percentage","Share of renewable energy in transport","5,3"
"2011","Ireland","Percentage","Share of renewable energy in electricity","17,4"
"2011","Ireland","Percentage","Share of renewable energy in heating and cooling","4,9"
"2011","Greece","Percentage","Share of renewable energy in gross final energy consumption","10,9"
"2011","Greece","Percentage","Share of renewable energy in transport","0,6"
"2011","Greece","Percentage","Share of renewable energy in electricity","13,8"
"2011","Greece","Percentage","Share of renewable energy in heating and cooling","19,4"
"2011","Spain","Percentage","Share of renewable energy in gross final energy consumption","13,2"
"2011","Spain","Percentage","Share of renewable energy in transport","0,6"
"2011","Spain","Percentage","Share of renewable energy in electricity","31,6"
"2011","Spain","Percentage","Share of renewable energy in heating and cooling","13,6"
"2011","France","Percentage","Share of renewable energy in gross final energy consumption","11,1"
"2011","France","Percentage","Share of renewable energy in transport","1,0"
"2011","France","Percentage","Share of renewable energy in electricity","16,2"
"2011","France","Percentage","Share of renewable energy in heating and cooling","15,9"
"2011","Croatia","Percentage","Share of renewable energy in gross final energy consumption","25,4"
"2011","Croatia","Percentage","Share of renewable energy in transport","1,0"
"2011","Croatia","Percentage","Share of renewable energy in electricity","37,6"
"2011","Croatia","Percentage","Share of renewable energy in heating and cooling","33,7"
"2011","Italy","Percentage","Share of renewable energy in gross final energy consumption","12,9"
"2011","Italy","Percentage","Share of renewable energy in transport","5,0"
"2011","Italy","Percentage","Share of renewable energy in electricity","23,5"
"2011","Italy","Percentage","Share of renewable energy in heating and cooling","13,8"
"2011","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","6,0"
"2011","Cyprus","Percentage","Share of renewable energy in transport","0,0"
"2011","Cyprus","Percentage","Share of renewable energy in electricity","3,4"
"2011","Cyprus","Percentage","Share of renewable energy in heating and cooling","19,2"
"2011","Latvia","Percentage","Share of renewable energy in gross final energy consumption","33,5"
"2011","Latvia","Percentage","Share of renewable energy in transport","4,1"
"2011","Latvia","Percentage","Share of renewable energy in electricity","44,7"
"2011","Latvia","Percentage","Share of renewable energy in heating and cooling","44,7"
"2011","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","19,9"
"2011","Lithuania","Percentage","Share of renewable energy in transport","3,8"
"2011","Lithuania","Percentage","Share of renewable energy in electricity","9,0"
"2011","Lithuania","Percentage","Share of renewable energy in heating and cooling","32,8"
"2011","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","2,9"
"2011","Luxembourg","Percentage","Share of renewable energy in transport","2,3"
"2011","Luxembourg","Percentage","Share of renewable energy in electricity","4,1"
"2011","Luxembourg","Percentage","Share of renewable energy in heating and cooling","4,8"
"2011","Hungary","Percentage","Share of renewable energy in gross final energy consumption","14,0"
"2011","Hungary","Percentage","Share of renewable energy in transport","6,0"
"2011","Hungary","Percentage","Share of renewable energy in electricity","6,4"
"2011","Hungary","Percentage","Share of renewable energy in heating and cooling","20,0"
"2011","Malta","Percentage","Share of renewable energy in gross final energy consumption","1,9"
"2011","Malta","Percentage","Share of renewable energy in transport","2,0"
"2011","Malta","Percentage","Share of renewable energy in electricity","0,5"
"2011","Malta","Percentage","Share of renewable energy in heating and cooling","12,2"
"2011","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","4,5"
"2011","Netherlands","Percentage","Share of renewable energy in transport","4,8"
"2011","Netherlands","Percentage","Share of renewable energy in electricity","9,8"
"2011","Netherlands","Percentage","Share of renewable energy in heating and cooling","3,7"
"2011","Austria","Percentage","Share of renewable energy in gross final energy consumption","30,6"
"2011","Austria","Percentage","Share of renewable energy in transport","9,9"
"2011","Austria","Percentage","Share of renewable energy in electricity","66,0"
"2011","Austria","Percentage","Share of renewable energy in heating and cooling","30,0"
"2011","Poland","Percentage","Share of renewable energy in gross final energy consumption","10,3"
"2011","Poland","Percentage","Share of renewable energy in transport","6,8"
"2011","Poland","Percentage","Share of renewable energy in electricity","8,2"
"2011","Poland","Percentage","Share of renewable energy in heating and cooling","13,1"
"2011","Portugal","Percentage","Share of renewable energy in gross final energy consumption","24,6"
"2011","Portugal","Percentage","Share of renewable energy in transport","0,7"
"2011","Portugal","Percentage","Share of renewable energy in electricity","45,9"
"2011","Portugal","Percentage","Share of renewable energy in heating and cooling","35,2"
"2011","Romania","Percentage","Share of renewable energy in gross final energy consumption","21,4"
"2011","Romania","Percentage","Share of renewable energy in transport","3,1"
"2011","Romania","Percentage","Share of renewable energy in electricity","31,1"
"2011","Romania","Percentage","Share of renewable energy in heating and cooling","24,3"
"2011","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","20,3"
"2011","Slovenia","Percentage","Share of renewable energy in transport","2,5"
"2011","Slovenia","Percentage","Share of renewable energy in electricity","31,0"
"2011","Slovenia","Percentage","Share of renewable energy in heating and cooling","30,3"
"2011","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","10,3"
"2011","Slovakia","Percentage","Share of renewable energy in transport","5,5"
"2011","Slovakia","Percentage","Share of renewable energy in electricity","19,3"
"2011","Slovakia","Percentage","Share of renewable energy in heating and cooling","9,3"
"2011","Finland","Percentage","Share of renewable energy in gross final energy consumption","32,8"
"2011","Finland","Percentage","Share of renewable energy in transport","1,0"
"2011","Finland","Percentage","Share of renewable energy in electricity","29,4"
"2011","Finland","Percentage","Share of renewable energy in heating and cooling","45,9"
"2011","Sweden","Percentage","Share of renewable energy in gross final energy consumption","48,8"
"2011","Sweden","Percentage","Share of renewable energy in transport","11,6"
"2011","Sweden","Percentage","Share of renewable energy in electricity","59,9"
"2011","Sweden","Percentage","Share of renewable energy in heating and cooling","62,2"
"2011","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","4,2"
"2011","United Kingdom","Percentage","Share of renewable energy in transport","3,2"
"2011","United Kingdom","Percentage","Share of renewable energy in electricity","8,9"
"2011","United Kingdom","Percentage","Share of renewable energy in heating and cooling","3,0"
"2011","Iceland","Percentage","Share of renewable energy in gross final energy consumption","71,5"
"2011","Iceland","Percentage","Share of renewable energy in transport","0,9"
"2011","Iceland","Percentage","Share of renewable energy in electricity","93,9"
"2011","Iceland","Percentage","Share of renewable energy in heating and cooling","65,2"
"2011","Norway","Percentage","Share of renewable energy in gross final energy consumption","63,7"
"2011","Norway","Percentage","Share of renewable energy in transport","2,7"
"2011","Norway","Percentage","Share of renewable energy in electricity","105,2"
"2011","Norway","Percentage","Share of renewable energy in heating and cooling","34,5"
"2011","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","40,6"
"2011","Montenegro","Percentage","Share of renewable energy in transport","0,6"
"2011","Montenegro","Percentage","Share of renewable energy in electricity","41,6"
"2011","Montenegro","Percentage","Share of renewable energy in heating and cooling","81,3"
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","16,4"
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","14,8"
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","27,3"
"2011","Albania","Percentage","Share of renewable energy in gross final energy consumption","31,2"
"2011","Albania","Percentage","Share of renewable energy in transport","0,0"
"2011","Albania","Percentage","Share of renewable energy in electricity","66,1"
"2011","Albania","Percentage","Share of renewable energy in heating and cooling","31,4"
"2011","Serbia","Percentage","Share of renewable energy in gross final energy consumption","19,2"
"2011","Serbia","Percentage","Share of renewable energy in transport","1,9"
"2011","Serbia","Percentage","Share of renewable energy in electricity","27,7"
"2011","Serbia","Percentage","Share of renewable energy in heating and cooling","21,1"
"2012","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","14,4"
"2012","European Union (current composition)","Percentage","Share of renewable energy in transport","5,6"
"2012","European Union (current composition)","Percentage","Share of renewable energy in electricity","23,5"
"2012","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","16,4"
"2012","Belgium","Percentage","Share of renewable energy in gross final energy consumption","7,2"
"2012","Belgium","Percentage","Share of renewable energy in transport","4,8"
"2012","Belgium","Percentage","Share of renewable energy in electricity","11,3"
"2012","Belgium","Percentage","Share of renewable energy in heating and cooling","7,3"
"2012","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","16,0"
"2012","Bulgaria","Percentage","Share of renewable energy in transport","0,6"
"2012","Bulgaria","Percentage","Share of renewable energy in electricity","16,1"
"2012","Bulgaria","Percentage","Share of renewable energy in heating and cooling","27,5"
"2012","Czechia","Percentage","Share of renewable energy in gross final energy consumption","12,8"
"2012","Czechia","Percentage","Share of renewable energy in transport","6,1"
"2012","Czechia","Percentage","Share of renewable energy in electricity","11,7"
"2012","Czechia","Percentage","Share of renewable energy in heating and cooling","16,1"
"2012","Denmark","Percentage","Share of renewable energy in gross final energy consumption","25,7"
"2012","Denmark","Percentage","Share of renewable energy in transport","6,4"
"2012","Denmark","Percentage","Share of renewable energy in electricity","38,7"
"2012","Denmark","Percentage","Share of renewable energy in heating and cooling","33,6"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","12,1"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","7,4"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","23,6"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","10,4"
"2012","Estonia","Percentage","Share of renewable energy in gross final energy consumption","25,8"
"2012","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2012","Estonia","Percentage","Share of renewable energy in electricity","15,8"
"2012","Estonia","Percentage","Share of renewable energy in heating and cooling","43,1"
"2012","Ireland","Percentage","Share of renewable energy in gross final energy consumption","7,1"
"2012","Ireland","Percentage","Share of renewable energy in transport","4,8"
"2012","Ireland","Percentage","Share of renewable energy in electricity","19,7"
"2012","Ireland","Percentage","Share of renewable energy in heating and cooling","5,1"
"2012","Greece","Percentage","Share of renewable energy in gross final energy consumption","13,5"
"2012","Greece","Percentage","Share of renewable energy in transport","0,9"
"2012","Greece","Percentage","Share of renewable energy in electricity","16,4"
"2012","Greece","Percentage","Share of renewable energy in heating and cooling","23,4"
"2012","Spain","Percentage","Share of renewable energy in gross final energy consumption","14,3"
"2012","Spain","Percentage","Share of renewable energy in transport","0,7"
"2012","Spain","Percentage","Share of renewable energy in electricity","33,5"
"2012","Spain","Percentage","Share of renewable energy in heating and cooling","14,1"
"2012","France","Percentage","Share of renewable energy in gross final energy consumption","13,4"
"2012","France","Percentage","Share of renewable energy in transport","7,6"
"2012","France","Percentage","Share of renewable energy in electricity","16,4"
"2012","France","Percentage","Share of renewable energy in heating and cooling","17,1"
"2012","Croatia","Percentage","Share of renewable energy in gross final energy consumption","26,8"
"2012","Croatia","Percentage","Share of renewable energy in transport","1,1"
"2012","Croatia","Percentage","Share of renewable energy in electricity","38,8"
"2012","Croatia","Percentage","Share of renewable energy in heating and cooling","36,5"
"2012","Italy","Percentage","Share of renewable energy in gross final energy consumption","15,4"
"2012","Italy","Percentage","Share of renewable energy in transport","6,0"
"2012","Italy","Percentage","Share of renewable energy in electricity","27,4"
"2012","Italy","Percentage","Share of renewable energy in heating and cooling","17,0"
"2012","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","6,8"
"2012","Cyprus","Percentage","Share of renewable energy in transport","0,0"
"2012","Cyprus","Percentage","Share of renewable energy in electricity","4,9"
"2012","Cyprus","Percentage","Share of renewable energy in heating and cooling","20,7"
"2012","Latvia","Percentage","Share of renewable energy in gross final energy consumption","35,7"
"2012","Latvia","Percentage","Share of renewable energy in transport","4,0"
"2012","Latvia","Percentage","Share of renewable energy in electricity","44,9"
"2012","Latvia","Percentage","Share of renewable energy in heating and cooling","47,3"
"2012","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","21,4"
"2012","Lithuania","Percentage","Share of renewable energy in transport","4,9"
"2012","Lithuania","Percentage","Share of renewable energy in electricity","10,9"
"2012","Lithuania","Percentage","Share of renewable energy in heating and cooling","34,5"
"2012","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","3,1"
"2012","Luxembourg","Percentage","Share of renewable energy in transport","2,8"
"2012","Luxembourg","Percentage","Share of renewable energy in electricity","4,6"
"2012","Luxembourg","Percentage","Share of renewable energy in heating and cooling","5,0"
"2012","Hungary","Percentage","Share of renewable energy in gross final energy consumption","15,5"
"2012","Hungary","Percentage","Share of renewable energy in transport","5,9"
"2012","Hungary","Percentage","Share of renewable energy in electricity","6,1"
"2012","Hungary","Percentage","Share of renewable energy in heating and cooling","23,3"
"2012","Malta","Percentage","Share of renewable energy in gross final energy consumption","2,8"
"2012","Malta","Percentage","Share of renewable energy in transport","3,2"
"2012","Malta","Percentage","Share of renewable energy in electricity","1,1"
"2012","Malta","Percentage","Share of renewable energy in heating and cooling","13,2"
"2012","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","4,7"
"2012","Netherlands","Percentage","Share of renewable energy in transport","4,9"
"2012","Netherlands","Percentage","Share of renewable energy in electricity","10,4"
"2012","Netherlands","Percentage","Share of renewable energy in heating and cooling","3,9"
"2012","Austria","Percentage","Share of renewable energy in gross final energy consumption","31,5"
"2012","Austria","Percentage","Share of renewable energy in transport","9,9"
"2012","Austria","Percentage","Share of renewable energy in electricity","66,5"
"2012","Austria","Percentage","Share of renewable energy in heating and cooling","31,1"
"2012","Poland","Percentage","Share of renewable energy in gross final energy consumption","10,9"
"2012","Poland","Percentage","Share of renewable energy in transport","6,5"
"2012","Poland","Percentage","Share of renewable energy in electricity","10,7"
"2012","Poland","Percentage","Share of renewable energy in heating and cooling","13,4"
"2012","Portugal","Percentage","Share of renewable energy in gross final energy consumption","24,6"
"2012","Portugal","Percentage","Share of renewable energy in transport","0,8"
"2012","Portugal","Percentage","Share of renewable energy in electricity","47,6"
"2012","Portugal","Percentage","Share of renewable energy in heating and cooling","33,2"
"2012","Romania","Percentage","Share of renewable energy in gross final energy consumption","22,8"
"2012","Romania","Percentage","Share of renewable energy in transport","4,9"
"2012","Romania","Percentage","Share of renewable energy in electricity","33,6"
"2012","Romania","Percentage","Share of renewable energy in heating and cooling","25,8"
"2012","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","20,8"
"2012","Slovenia","Percentage","Share of renewable energy in transport","3,3"
"2012","Slovenia","Percentage","Share of renewable energy in electricity","31,6"
"2012","Slovenia","Percentage","Share of renewable energy in heating and cooling","31,5"
"2012","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","10,4"
"2012","Slovakia","Percentage","Share of renewable energy in transport","5,4"
"2012","Slovakia","Percentage","Share of renewable energy in electricity","20,1"
"2012","Slovakia","Percentage","Share of renewable energy in heating and cooling","8,8"
