"TIME","GEO","UNIT","INDIC_EN","Value"
"2012","Finland","Percentage","Share of renewable energy in gross final energy consumption","34,4"
"2012","Finland","Percentage","Share of renewable energy in transport","1,1"
"2012","Finland","Percentage","Share of renewable energy in electricity","29,5"
"2012","Finland","Percentage","Share of renewable energy in heating and cooling","48,4"
"2012","Sweden","Percentage","Share of renewable energy in gross final energy consumption","51,1"
"2012","Sweden","Percentage","Share of renewable energy in transport","14,8"
"2012","Sweden","Percentage","Share of renewable energy in electricity","60,0"
"2012","Sweden","Percentage","Share of renewable energy in heating and cooling","65,8"
"2012","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","4,6"
"2012","United Kingdom","Percentage","Share of renewable energy in transport","4,0"
"2012","United Kingdom","Percentage","Share of renewable energy in electricity","10,8"
"2012","United Kingdom","Percentage","Share of renewable energy in heating and cooling","3,2"
"2012","Iceland","Percentage","Share of renewable energy in gross final energy consumption","72,4"
"2012","Iceland","Percentage","Share of renewable energy in transport","1,4"
"2012","Iceland","Percentage","Share of renewable energy in electricity","95,4"
"2012","Iceland","Percentage","Share of renewable energy in heating and cooling","64,6"
"2012","Norway","Percentage","Share of renewable energy in gross final energy consumption","64,0"
"2012","Norway","Percentage","Share of renewable energy in transport","3,0"
"2012","Norway","Percentage","Share of renewable energy in electricity","103,9"
"2012","Norway","Percentage","Share of renewable energy in heating and cooling","33,5"
"2012","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","41,5"
"2012","Montenegro","Percentage","Share of renewable energy in transport","0,7"
"2012","Montenegro","Percentage","Share of renewable energy in electricity","42,8"
"2012","Montenegro","Percentage","Share of renewable energy in heating and cooling","79,8"
"2012","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","18,1"
"2012","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2012","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","16,7"
"2012","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","29,6"
"2012","Albania","Percentage","Share of renewable energy in gross final energy consumption","35,2"
"2012","Albania","Percentage","Share of renewable energy in transport","0,0"
"2012","Albania","Percentage","Share of renewable energy in electricity","72,4"
"2012","Albania","Percentage","Share of renewable energy in heating and cooling","39,1"
"2012","Serbia","Percentage","Share of renewable energy in gross final energy consumption","20,9"
"2012","Serbia","Percentage","Share of renewable energy in transport","2,0"
"2012","Serbia","Percentage","Share of renewable energy in electricity","28,6"
"2012","Serbia","Percentage","Share of renewable energy in heating and cooling","23,2"
"2013","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","15,2"
"2013","European Union (current composition)","Percentage","Share of renewable energy in transport","5,9"
"2013","European Union (current composition)","Percentage","Share of renewable energy in electricity","25,4"
"2013","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","17,0"
"2013","Belgium","Percentage","Share of renewable energy in gross final energy consumption","7,5"
"2013","Belgium","Percentage","Share of renewable energy in transport","5,0"
"2013","Belgium","Percentage","Share of renewable energy in electricity","12,5"
"2013","Belgium","Percentage","Share of renewable energy in heating and cooling","7,4"
"2013","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","19,0"
"2013","Bulgaria","Percentage","Share of renewable energy in transport","6,0"
"2013","Bulgaria","Percentage","Share of renewable energy in electricity","18,9"
"2013","Bulgaria","Percentage","Share of renewable energy in heating and cooling","29,2"
"2013","Czechia","Percentage","Share of renewable energy in gross final energy consumption","13,8"
"2013","Czechia","Percentage","Share of renewable energy in transport","6,3"
"2013","Czechia","Percentage","Share of renewable energy in electricity","12,8"
"2013","Czechia","Percentage","Share of renewable energy in heating and cooling","17,6"
"2013","Denmark","Percentage","Share of renewable energy in gross final energy consumption","27,4"
"2013","Denmark","Percentage","Share of renewable energy in transport","6,6"
"2013","Denmark","Percentage","Share of renewable energy in electricity","43,1"
"2013","Denmark","Percentage","Share of renewable energy in heating and cooling","35,1"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","12,4"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6,9"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","25,3"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","10,6"
"2013","Estonia","Percentage","Share of renewable energy in gross final energy consumption","25,6"
"2013","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2013","Estonia","Percentage","Share of renewable energy in electricity","13,0"
"2013","Estonia","Percentage","Share of renewable energy in heating and cooling","43,2"
"2013","Ireland","Percentage","Share of renewable energy in gross final energy consumption","7,7"
"2013","Ireland","Percentage","Share of renewable energy in transport","4,8"
"2013","Ireland","Percentage","Share of renewable energy in electricity","21,0"
"2013","Ireland","Percentage","Share of renewable energy in heating and cooling","5,5"
"2013","Greece","Percentage","Share of renewable energy in gross final energy consumption","15,0"
"2013","Greece","Percentage","Share of renewable energy in transport","1,0"
"2013","Greece","Percentage","Share of renewable energy in electricity","21,2"
"2013","Greece","Percentage","Share of renewable energy in heating and cooling","26,5"
"2013","Spain","Percentage","Share of renewable energy in gross final energy consumption","15,3"
"2013","Spain","Percentage","Share of renewable energy in transport","0,8"
"2013","Spain","Percentage","Share of renewable energy in electricity","36,7"
"2013","Spain","Percentage","Share of renewable energy in heating and cooling","14,1"
"2013","France","Percentage","Share of renewable energy in gross final energy consumption","14,1"
"2013","France","Percentage","Share of renewable energy in transport","7,7"
"2013","France","Percentage","Share of renewable energy in electricity","16,8"
"2013","France","Percentage","Share of renewable energy in heating and cooling","18,3"
"2013","Croatia","Percentage","Share of renewable energy in gross final energy consumption","28,0"
"2013","Croatia","Percentage","Share of renewable energy in transport","4,4"
"2013","Croatia","Percentage","Share of renewable energy in electricity","42,1"
"2013","Croatia","Percentage","Share of renewable energy in heating and cooling","37,2"
"2013","Italy","Percentage","Share of renewable energy in gross final energy consumption","16,7"
"2013","Italy","Percentage","Share of renewable energy in transport","5,4"
"2013","Italy","Percentage","Share of renewable energy in electricity","31,3"
"2013","Italy","Percentage","Share of renewable energy in heating and cooling","18,1"
"2013","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","8,1"
"2013","Cyprus","Percentage","Share of renewable energy in transport","1,1"
"2013","Cyprus","Percentage","Share of renewable energy in electricity","6,6"
"2013","Cyprus","Percentage","Share of renewable energy in heating and cooling","21,6"
"2013","Latvia","Percentage","Share of renewable energy in gross final energy consumption","37,1"
"2013","Latvia","Percentage","Share of renewable energy in transport","4,0"
"2013","Latvia","Percentage","Share of renewable energy in electricity","48,8"
"2013","Latvia","Percentage","Share of renewable energy in heating and cooling","49,7"
"2013","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","22,7"
"2013","Lithuania","Percentage","Share of renewable energy in transport","4,8"
"2013","Lithuania","Percentage","Share of renewable energy in electricity","13,1"
"2013","Lithuania","Percentage","Share of renewable energy in heating and cooling","36,9"
"2013","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","3,5"
"2013","Luxembourg","Percentage","Share of renewable energy in transport","4,0"
"2013","Luxembourg","Percentage","Share of renewable energy in electricity","5,3"
"2013","Luxembourg","Percentage","Share of renewable energy in heating and cooling","5,5"
"2013","Hungary","Percentage","Share of renewable energy in gross final energy consumption","16,2"
"2013","Hungary","Percentage","Share of renewable energy in transport","6,2"
"2013","Hungary","Percentage","Share of renewable energy in electricity","6,6"
"2013","Hungary","Percentage","Share of renewable energy in heating and cooling","23,7"
"2013","Malta","Percentage","Share of renewable energy in gross final energy consumption","3,7"
"2013","Malta","Percentage","Share of renewable energy in transport","3,4"
"2013","Malta","Percentage","Share of renewable energy in electricity","1,6"
"2013","Malta","Percentage","Share of renewable energy in heating and cooling","15,7"
"2013","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","4,8"
"2013","Netherlands","Percentage","Share of renewable energy in transport","5,1"
"2013","Netherlands","Percentage","Share of renewable energy in electricity","10,0"
"2013","Netherlands","Percentage","Share of renewable energy in heating and cooling","4,1"
"2013","Austria","Percentage","Share of renewable energy in gross final energy consumption","32,4"
"2013","Austria","Percentage","Share of renewable energy in transport","9,5"
"2013","Austria","Percentage","Share of renewable energy in electricity","68,0"
"2013","Austria","Percentage","Share of renewable energy in heating and cooling","33,0"
"2013","Poland","Percentage","Share of renewable energy in gross final energy consumption","11,4"
"2013","Poland","Percentage","Share of renewable energy in transport","6,6"
"2013","Poland","Percentage","Share of renewable energy in electricity","10,7"
"2013","Poland","Percentage","Share of renewable energy in heating and cooling","14,1"
"2013","Portugal","Percentage","Share of renewable energy in gross final energy consumption","25,7"
"2013","Portugal","Percentage","Share of renewable energy in transport","0,9"
"2013","Portugal","Percentage","Share of renewable energy in electricity","49,1"
"2013","Portugal","Percentage","Share of renewable energy in heating and cooling","34,6"
"2013","Romania","Percentage","Share of renewable energy in gross final energy consumption","23,9"
"2013","Romania","Percentage","Share of renewable energy in transport","5,4"
"2013","Romania","Percentage","Share of renewable energy in electricity","37,5"
"2013","Romania","Percentage","Share of renewable energy in heating and cooling","26,2"
"2013","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","22,4"
"2013","Slovenia","Percentage","Share of renewable energy in transport","3,8"
"2013","Slovenia","Percentage","Share of renewable energy in electricity","33,1"
"2013","Slovenia","Percentage","Share of renewable energy in heating and cooling","33,4"
"2013","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","10,1"
"2013","Slovakia","Percentage","Share of renewable energy in transport","6,0"
"2013","Slovakia","Percentage","Share of renewable energy in electricity","20,8"
"2013","Slovakia","Percentage","Share of renewable energy in heating and cooling","7,9"
"2013","Finland","Percentage","Share of renewable energy in gross final energy consumption","36,7"
"2013","Finland","Percentage","Share of renewable energy in transport","10,2"
"2013","Finland","Percentage","Share of renewable energy in electricity","30,9"
"2013","Finland","Percentage","Share of renewable energy in heating and cooling","50,8"
"2013","Sweden","Percentage","Share of renewable energy in gross final energy consumption","52,0"
"2013","Sweden","Percentage","Share of renewable energy in transport","19,2"
"2013","Sweden","Percentage","Share of renewable energy in electricity","61,8"
"2013","Sweden","Percentage","Share of renewable energy in heating and cooling","67,1"
"2013","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","5,7"
"2013","United Kingdom","Percentage","Share of renewable energy in transport","4,7"
"2013","United Kingdom","Percentage","Share of renewable energy in electricity","13,8"
"2013","United Kingdom","Percentage","Share of renewable energy in heating and cooling","4,0"
"2013","Iceland","Percentage","Share of renewable energy in gross final energy consumption","71,6"
"2013","Iceland","Percentage","Share of renewable energy in transport","2,1"
"2013","Iceland","Percentage","Share of renewable energy in electricity","96,7"
"2013","Iceland","Percentage","Share of renewable energy in heating and cooling","59,0"
"2013","Norway","Percentage","Share of renewable energy in gross final energy consumption","65,9"
"2013","Norway","Percentage","Share of renewable energy in transport","3,3"
"2013","Norway","Percentage","Share of renewable energy in electricity","106,3"
"2013","Norway","Percentage","Share of renewable energy in heating and cooling","32,7"
"2013","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","43,7"
"2013","Montenegro","Percentage","Share of renewable energy in transport","1,1"
"2013","Montenegro","Percentage","Share of renewable energy in electricity","49,1"
"2013","Montenegro","Percentage","Share of renewable energy in heating and cooling","68,5"
"2013","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","18,5"
"2013","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2013","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","18,2"
"2013","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","31,8"
"2013","Albania","Percentage","Share of renewable energy in gross final energy consumption","33,2"
"2013","Albania","Percentage","Share of renewable energy in transport","0,0"
"2013","Albania","Percentage","Share of renewable energy in electricity","62,7"
"2013","Albania","Percentage","Share of renewable energy in heating and cooling","37,8"
"2013","Serbia","Percentage","Share of renewable energy in gross final energy consumption","21,4"
"2013","Serbia","Percentage","Share of renewable energy in transport","1,7"
"2013","Serbia","Percentage","Share of renewable energy in electricity","28,5"
"2013","Serbia","Percentage","Share of renewable energy in heating and cooling","25,2"
"2014","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","16,1"
"2014","European Union (current composition)","Percentage","Share of renewable energy in transport","6,5"
"2014","European Union (current composition)","Percentage","Share of renewable energy in electricity","27,4"
"2014","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","18,1"
"2014","Belgium","Percentage","Share of renewable energy in gross final energy consumption","8,0"
"2014","Belgium","Percentage","Share of renewable energy in transport","5,7"
"2014","Belgium","Percentage","Share of renewable energy in electricity","13,4"
"2014","Belgium","Percentage","Share of renewable energy in heating and cooling","7,7"
"2014","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","18,0"
"2014","Bulgaria","Percentage","Share of renewable energy in transport","5,8"
"2014","Bulgaria","Percentage","Share of renewable energy in electricity","18,9"
"2014","Bulgaria","Percentage","Share of renewable energy in heating and cooling","28,3"
"2014","Czechia","Percentage","Share of renewable energy in gross final energy consumption","15,0"
"2014","Czechia","Percentage","Share of renewable energy in transport","6,9"
"2014","Czechia","Percentage","Share of renewable energy in electricity","13,9"
"2014","Czechia","Percentage","Share of renewable energy in heating and cooling","19,3"
"2014","Denmark","Percentage","Share of renewable energy in gross final energy consumption","29,6"
"2014","Denmark","Percentage","Share of renewable energy in transport","6,7"
"2014","Denmark","Percentage","Share of renewable energy in electricity","48,5"
"2014","Denmark","Percentage","Share of renewable energy in heating and cooling","38,5"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","13,8"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","7,2"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","28,1"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","12,2"
"2014","Estonia","Percentage","Share of renewable energy in gross final energy consumption","26,3"
"2014","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2014","Estonia","Percentage","Share of renewable energy in electricity","14,1"
"2014","Estonia","Percentage","Share of renewable energy in heating and cooling","45,2"
"2014","Ireland","Percentage","Share of renewable energy in gross final energy consumption","8,7"
"2014","Ireland","Percentage","Share of renewable energy in transport","5,1"
"2014","Ireland","Percentage","Share of renewable energy in electricity","22,9"
"2014","Ireland","Percentage","Share of renewable energy in heating and cooling","6,6"
"2014","Greece","Percentage","Share of renewable energy in gross final energy consumption","15,3"
"2014","Greece","Percentage","Share of renewable energy in transport","1,3"
"2014","Greece","Percentage","Share of renewable energy in electricity","21,9"
"2014","Greece","Percentage","Share of renewable energy in heating and cooling","26,9"
"2014","Spain","Percentage","Share of renewable energy in gross final energy consumption","16,1"
"2014","Spain","Percentage","Share of renewable energy in transport","0,8"
"2014","Spain","Percentage","Share of renewable energy in electricity","37,8"
"2014","Spain","Percentage","Share of renewable energy in heating and cooling","15,7"
"2014","France","Percentage","Share of renewable energy in gross final energy consumption","14,7"
"2014","France","Percentage","Share of renewable energy in transport","8,4"
"2014","France","Percentage","Share of renewable energy in electricity","18,3"
"2014","France","Percentage","Share of renewable energy in heating and cooling","18,9"
"2014","Croatia","Percentage","Share of renewable energy in gross final energy consumption","27,8"
"2014","Croatia","Percentage","Share of renewable energy in transport","4,2"
"2014","Croatia","Percentage","Share of renewable energy in electricity","45,3"
"2014","Croatia","Percentage","Share of renewable energy in heating and cooling","36,1"
"2014","Italy","Percentage","Share of renewable energy in gross final energy consumption","17,1"
"2014","Italy","Percentage","Share of renewable energy in transport","5,0"
"2014","Italy","Percentage","Share of renewable energy in electricity","33,4"
"2014","Italy","Percentage","Share of renewable energy in heating and cooling","18,9"
"2014","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","8,9"
"2014","Cyprus","Percentage","Share of renewable energy in transport","2,7"
"2014","Cyprus","Percentage","Share of renewable energy in electricity","7,4"
"2014","Cyprus","Percentage","Share of renewable energy in heating and cooling","21,6"
"2014","Latvia","Percentage","Share of renewable energy in gross final energy consumption","38,7"
"2014","Latvia","Percentage","Share of renewable energy in transport","4,1"
"2014","Latvia","Percentage","Share of renewable energy in electricity","51,1"
"2014","Latvia","Percentage","Share of renewable energy in heating and cooling","52,2"
"2014","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","23,6"
"2014","Lithuania","Percentage","Share of renewable energy in transport","4,3"
"2014","Lithuania","Percentage","Share of renewable energy in electricity","13,7"
"2014","Lithuania","Percentage","Share of renewable energy in heating and cooling","40,6"
"2014","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","4,5"
"2014","Luxembourg","Percentage","Share of renewable energy in transport","5,4"
"2014","Luxembourg","Percentage","Share of renewable energy in electricity","5,9"
"2014","Luxembourg","Percentage","Share of renewable energy in heating and cooling","7,2"
"2014","Hungary","Percentage","Share of renewable energy in gross final energy consumption","14,6"
"2014","Hungary","Percentage","Share of renewable energy in transport","6,9"
"2014","Hungary","Percentage","Share of renewable energy in electricity","7,3"
"2014","Hungary","Percentage","Share of renewable energy in heating and cooling","21,2"
"2014","Malta","Percentage","Share of renewable energy in gross final energy consumption","4,7"
"2014","Malta","Percentage","Share of renewable energy in transport","4,6"
"2014","Malta","Percentage","Share of renewable energy in electricity","3,3"
"2014","Malta","Percentage","Share of renewable energy in heating and cooling","14,5"
"2014","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","5,5"
"2014","Netherlands","Percentage","Share of renewable energy in transport","6,2"
"2014","Netherlands","Percentage","Share of renewable energy in electricity","10,0"
"2014","Netherlands","Percentage","Share of renewable energy in heating and cooling","5,1"
"2014","Austria","Percentage","Share of renewable energy in gross final energy consumption","33,0"
"2014","Austria","Percentage","Share of renewable energy in transport","10,9"
"2014","Austria","Percentage","Share of renewable energy in electricity","70,1"
"2014","Austria","Percentage","Share of renewable energy in heating and cooling","32,4"
"2014","Poland","Percentage","Share of renewable energy in gross final energy consumption","11,5"
"2014","Poland","Percentage","Share of renewable energy in transport","6,2"
"2014","Poland","Percentage","Share of renewable energy in electricity","12,4"
"2014","Poland","Percentage","Share of renewable energy in heating and cooling","14,0"
"2014","Portugal","Percentage","Share of renewable energy in gross final energy consumption","27,0"
"2014","Portugal","Percentage","Share of renewable energy in transport","3,7"
"2014","Portugal","Percentage","Share of renewable energy in electricity","52,1"
"2014","Portugal","Percentage","Share of renewable energy in heating and cooling","34,0"
"2014","Romania","Percentage","Share of renewable energy in gross final energy consumption","24,8"
"2014","Romania","Percentage","Share of renewable energy in transport","4,7"
"2014","Romania","Percentage","Share of renewable energy in electricity","41,7"
"2014","Romania","Percentage","Share of renewable energy in heating and cooling","26,7"
"2014","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","21,5"
"2014","Slovenia","Percentage","Share of renewable energy in transport","2,9"
"2014","Slovenia","Percentage","Share of renewable energy in electricity","33,9"
"2014","Slovenia","Percentage","Share of renewable energy in heating and cooling","32,4"
"2014","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","11,7"
"2014","Slovakia","Percentage","Share of renewable energy in transport","7,6"
"2014","Slovakia","Percentage","Share of renewable energy in electricity","22,9"
"2014","Slovakia","Percentage","Share of renewable energy in heating and cooling","8,9"
"2014","Finland","Percentage","Share of renewable energy in gross final energy consumption","38,7"
"2014","Finland","Percentage","Share of renewable energy in transport","22,0"
"2014","Finland","Percentage","Share of renewable energy in electricity","31,4"
"2014","Finland","Percentage","Share of renewable energy in heating and cooling","52,0"
"2014","Sweden","Percentage","Share of renewable energy in gross final energy consumption","52,5"
"2014","Sweden","Percentage","Share of renewable energy in transport","21,1"
"2014","Sweden","Percentage","Share of renewable energy in electricity","63,2"
"2014","Sweden","Percentage","Share of renewable energy in heating and cooling","68,0"
"2014","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","7,0"
"2014","United Kingdom","Percentage","Share of renewable energy in transport","5,3"
"2014","United Kingdom","Percentage","Share of renewable energy in electricity","17,8"
"2014","United Kingdom","Percentage","Share of renewable energy in heating and cooling","4,7"
"2014","Iceland","Percentage","Share of renewable energy in gross final energy consumption","70,4"
"2014","Iceland","Percentage","Share of renewable energy in transport","2,7"
"2014","Iceland","Percentage","Share of renewable energy in electricity","97,1"
"2014","Iceland","Percentage","Share of renewable energy in heating and cooling","58,1"
"2014","Norway","Percentage","Share of renewable energy in gross final energy consumption","68,6"
"2014","Norway","Percentage","Share of renewable energy in transport","6,6"
"2014","Norway","Percentage","Share of renewable energy in electricity","109,5"
"2014","Norway","Percentage","Share of renewable energy in heating and cooling","31,1"
"2014","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","44,1"
"2014","Montenegro","Percentage","Share of renewable energy in transport","1,1"
"2014","Montenegro","Percentage","Share of renewable energy in electricity","51,4"
"2014","Montenegro","Percentage","Share of renewable energy in heating and cooling","67,6"
"2014","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","19,6"
"2014","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2014","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","19,3"
"2014","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","35,0"
"2014","Albania","Percentage","Share of renewable energy in gross final energy consumption","31,5"
"2014","Albania","Percentage","Share of renewable energy in transport","0,0"
"2014","Albania","Percentage","Share of renewable energy in electricity","71,0"
"2014","Albania","Percentage","Share of renewable energy in heating and cooling","31,0"
"2014","Serbia","Percentage","Share of renewable energy in gross final energy consumption","22,7"
"2014","Serbia","Percentage","Share of renewable energy in transport","1,2"
"2014","Serbia","Percentage","Share of renewable energy in electricity","29,9"
"2014","Serbia","Percentage","Share of renewable energy in heating and cooling","28,8"
"2015","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","16,7"
"2015","European Union (current composition)","Percentage","Share of renewable energy in transport","6,6"
"2015","European Union (current composition)","Percentage","Share of renewable energy in electricity","28,8"
"2015","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","18,7"
"2015","Belgium","Percentage","Share of renewable energy in gross final energy consumption","7,9"
"2015","Belgium","Percentage","Share of renewable energy in transport","3,8"
"2015","Belgium","Percentage","Share of renewable energy in electricity","15,5"
"2015","Belgium","Percentage","Share of renewable energy in heating and cooling","7,8"
"2015","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","18,2"
"2015","Bulgaria","Percentage","Share of renewable energy in transport","6,5"
"2015","Bulgaria","Percentage","Share of renewable energy in electricity","19,1"
"2015","Bulgaria","Percentage","Share of renewable energy in heating and cooling","28,6"
"2015","Czechia","Percentage","Share of renewable energy in gross final energy consumption","15,0"
"2015","Czechia","Percentage","Share of renewable energy in transport","6,5"
"2015","Czechia","Percentage","Share of renewable energy in electricity","14,1"
"2015","Czechia","Percentage","Share of renewable energy in heating and cooling","19,6"
"2015","Denmark","Percentage","Share of renewable energy in gross final energy consumption","31,0"
"2015","Denmark","Percentage","Share of renewable energy in transport","6,7"
"2015","Denmark","Percentage","Share of renewable energy in electricity","51,3"
"2015","Denmark","Percentage","Share of renewable energy in heating and cooling","40,1"
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","14,6"
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6,6"
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","30,8"
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","12,9"
"2015","Estonia","Percentage","Share of renewable energy in gross final energy consumption","28,6"
"2015","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2015","Estonia","Percentage","Share of renewable energy in electricity","15,1"
"2015","Estonia","Percentage","Share of renewable energy in heating and cooling","49,6"
"2015","Ireland","Percentage","Share of renewable energy in gross final energy consumption","9,2"
"2015","Ireland","Percentage","Share of renewable energy in transport","5,7"
"2015","Ireland","Percentage","Share of renewable energy in electricity","25,2"
"2015","Ireland","Percentage","Share of renewable energy in heating and cooling","6,6"
"2015","Greece","Percentage","Share of renewable energy in gross final energy consumption","15,3"
"2015","Greece","Percentage","Share of renewable energy in transport","1,1"
"2015","Greece","Percentage","Share of renewable energy in electricity","22,1"
"2015","Greece","Percentage","Share of renewable energy in heating and cooling","25,6"
"2015","Spain","Percentage","Share of renewable energy in gross final energy consumption","16,2"
"2015","Spain","Percentage","Share of renewable energy in transport","1,2"
"2015","Spain","Percentage","Share of renewable energy in electricity","37,0"
"2015","Spain","Percentage","Share of renewable energy in heating and cooling","16,8"
"2015","France","Percentage","Share of renewable energy in gross final energy consumption","15,1"
"2015","France","Percentage","Share of renewable energy in transport","8,5"
"2015","France","Percentage","Share of renewable energy in electricity","18,7"
"2015","France","Percentage","Share of renewable energy in heating and cooling","19,7"
"2015","Croatia","Percentage","Share of renewable energy in gross final energy consumption","29,0"
"2015","Croatia","Percentage","Share of renewable energy in transport","3,6"
"2015","Croatia","Percentage","Share of renewable energy in electricity","45,4"
"2015","Croatia","Percentage","Share of renewable energy in heating and cooling","38,5"
"2015","Italy","Percentage","Share of renewable energy in gross final energy consumption","17,5"
"2015","Italy","Percentage","Share of renewable energy in transport","6,4"
"2015","Italy","Percentage","Share of renewable energy in electricity","33,5"
"2015","Italy","Percentage","Share of renewable energy in heating and cooling","19,3"
"2015","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","9,4"
"2015","Cyprus","Percentage","Share of renewable energy in transport","2,5"
"2015","Cyprus","Percentage","Share of renewable energy in electricity","8,4"
"2015","Cyprus","Percentage","Share of renewable energy in heating and cooling","22,5"
"2015","Latvia","Percentage","Share of renewable energy in gross final energy consumption","37,6"
"2015","Latvia","Percentage","Share of renewable energy in transport","3,9"
"2015","Latvia","Percentage","Share of renewable energy in electricity","52,2"
"2015","Latvia","Percentage","Share of renewable energy in heating and cooling","51,8"
"2015","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","25,8"
"2015","Lithuania","Percentage","Share of renewable energy in transport","4,6"
"2015","Lithuania","Percentage","Share of renewable energy in electricity","15,5"
"2015","Lithuania","Percentage","Share of renewable energy in heating and cooling","46,1"
"2015","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","5,0"
"2015","Luxembourg","Percentage","Share of renewable energy in transport","6,5"
"2015","Luxembourg","Percentage","Share of renewable energy in electricity","6,2"
"2015","Luxembourg","Percentage","Share of renewable energy in heating and cooling","7,1"
"2015","Hungary","Percentage","Share of renewable energy in gross final energy consumption","14,4"
"2015","Hungary","Percentage","Share of renewable energy in transport","7,0"
"2015","Hungary","Percentage","Share of renewable energy in electricity","7,3"
"2015","Hungary","Percentage","Share of renewable energy in heating and cooling","21,2"
"2015","Malta","Percentage","Share of renewable energy in gross final energy consumption","5,0"
"2015","Malta","Percentage","Share of renewable energy in transport","4,7"
"2015","Malta","Percentage","Share of renewable energy in electricity","4,2"
"2015","Malta","Percentage","Share of renewable energy in heating and cooling","14,1"
"2015","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","5,8"
"2015","Netherlands","Percentage","Share of renewable energy in transport","5,3"
"2015","Netherlands","Percentage","Share of renewable energy in electricity","11,1"
"2015","Netherlands","Percentage","Share of renewable energy in heating and cooling","5,5"
"2015","Austria","Percentage","Share of renewable energy in gross final energy consumption","32,8"
"2015","Austria","Percentage","Share of renewable energy in transport","11,4"
"2015","Austria","Percentage","Share of renewable energy in electricity","70,3"
"2015","Austria","Percentage","Share of renewable energy in heating and cooling","32,4"
"2015","Poland","Percentage","Share of renewable energy in gross final energy consumption","11,7"
"2015","Poland","Percentage","Share of renewable energy in transport","5,6"
